,name,album,artist,release_date,length,popularity,track_id,mode,acousticness,danceability,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,duration_ms,time_signature,genre
1485,Romance - Ao Vivo,"Saideira dos 10 Anos, Pt. 2 (Ao Vivo)",Humberto & Ronaldo,2018-10-05,163608,46,6286SwQ6vK1lFJmvnsvYgm,0,0.183,0.735,0.89,0.0,0.444,0.487,-4.089,0.152,136.04,163608,4,['sertanejo pop']
1486,Over,Feel Better,Honors,2018-11-06,266481,59,7clKYc0HOXjHItwXVdkiKA,0,0.336,0.337,0.479,0.00135,0.0727,0.223,-8.735,0.136,61.828,266481,4,['canadian contemporary r&b']
1487,Vai Sentando Sem Compromisso - Dennis DJ Remix,Dennis DJ Apresenta: Funk Now! Vol. 3,Dennis DJ,2018-10-26,174084,47,668rjxFOsMkIcd1FTGgeMh,0,0.54,0.861,0.96,0.00232,0.0841,0.49,-3.707,0.17,150.072,174084,4,"['brazilian edm', 'funk carioca', 'funk das antigas']"
1488,Eu Também (100 Bilhões X),Isaias Saad,Isaias Saad,2018-08-07,423306,46,0yYgUPbdBnA4TmYOiD1lLc,1,0.276,0.4320000000000001,0.383,0.00137,0.0867,0.0748,-8.829,0.0302,128.056,423307,4,['adoracao']
1489,Entre a Serpente e a Estrela - Ao Vivo,Zé Ramalho Na Paraíba (Ao Vivo),Zé Ramalho,2018-12-21,213093,46,5t1XCqqd7HxVd5Aa2T4nIY,1,0.6559999999999999,0.539,0.721,1.87e-06,0.234,0.596,-5.552,0.0499,128.522,213093,4,"['sertanejo', 'sertanejo universitario']"
1490,Eu Mereço Ser Feliz - Ao Vivo,Eu Mereço Ser Feliz (Ao Vivo),Mumuzinho,2018-09-14,194090,46,1lHJDa7IGCYwjf10VcmvFb,1,0.585,0.6629999999999999,0.818,0.0,0.9159999999999999,0.9079999999999999,-6.107,0.0537,106.1,194091,4,"['pagode', 'pagode novo']"
1491,Look What I Found,A Star Is Born Soundtrack,Lady Gaga,2018-10-05,175240,65,1l9G7M8gNyQsgOGWZGoQsT,0,0.456,0.8490000000000001,0.493,0.000463,0.133,0.447,-4.1,0.0417,97.012,175240,4,"['dance pop', 'pop']"
1492,BOSS,NCT 2018 EMPATHY,NCT,2018-03-14,210641,68,0ErzcmZ2gIwX7X0xSMQPix,0,0.0233,0.787,0.5429999999999999,0.0,0.0861,0.332,-6.7,0.03700000000000001,99.02600000000001,210641,4,"['k-pop', 'k-pop boy group']"
1493,Câmera Lenta,Câmera Lenta,Gaab,2018-02-10,210777,46,1QmcYwM1wRwyxiEDtC7fmX,0,0.0222,0.6559999999999999,0.758,0.0,0.345,0.492,-2.911,0.0475,135.02,210778,4,['sertanejo']
1494,Água Na Peneira - Ao Vivo,Esquece o Mundo Lá Fora (Ao Vivo) - Deluxe,Zé Neto & Cristiano,2018-07-13,140956,46,2bfNX0doRk5rCON6cewk1Y,1,0.4370000000000001,0.398,0.843,0.0,0.934,0.359,-4.565,0.123,179.949,140957,4,['sertanejo pop']
1495,Liberdade,Gente,Priscilla Alcantara,2018-11-08,200005,46,0N8jU1f4bzxT5eUjDx9g4Z,1,0.596,0.657,0.541,0.0,0.0854,0.301,-7.522,0.0351,137.903,200006,4,['adoracao']
1496,Tchau,Tchau,MC Hariel,2018-03-19,155090,46,6NoIJzWchg0x562kvfk5Me,0,0.261,0.552,0.4970000000000001,0.0,0.0424,0.551,-7.017,0.0468,130.007,155090,4,"['rap baiano', 'trap baiano', 'trap brasileiro']"
1497,Tudo Ao Contrário,Tudo Ao Contrário,Analaga,2018-07-06,178140,46,3JDao8XoYSazNjB4VvJalv,1,0.659,0.708,0.757,0.0,0.188,0.9309999999999999,-5.475,0.0939,153.862,178140,4,"['funk carioca', 'sertanejo pop', 'sertanejo universitario']"
1498,Ela é Só Dela (feat. MC KEVINHO) - Ao Vivo,A Origem (Ao Vivo),Lucas Lucco,2018-10-18,137221,47,6ccN1E0aZw3951AGCt6ShS,0,0.186,0.7,0.943,0.0,0.5579999999999999,0.507,-2.956,0.0747,97.024,137222,4,"['funk carioca', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']"
1499,Pot-Pourri: Amigo Seu / Cheiro de Shampoo - Ao Vivo,Resenha 2 - Deluxe (ao Vivo),Cleber & Cauan,2018-11-01,243733,46,04WWpW2SE8cTwMLqH9sEXi,1,0.765,0.478,0.594,0.0,0.621,0.5760000000000001,-5.824,0.0518,75.485,243733,4,"['forro', 'sertanejo pop']"
1500,Granada - Ao Vivo,Menos É Mais (Ao Vivo),Henrique & Juliano,2018-10-05,162674,46,7jIneI8a8w14cQB0uV6Vz0,1,0.6890000000000001,0.731,0.636,0.0,0.356,0.713,-5.869,0.0342,103.972,162675,4,"['pagode', 'pagode novo']"
1501,White Flag,Church Of Scars,Bishop Briggs,2018-04-20,230586,65,2ph6BRhGcUzc2W9wIulG5k,0,0.062,0.524,0.805,0.0,0.209,0.354,-4.08,0.065,152.044,230587,4,"['electropop', 'modern alternative rock', 'modern rock', 'pop']"
1502,NC-17,ASTROWORLD,Travis Scott,2018-08-03,156885,68,6BJbOXDlgVAXSaq6wYFYT2,1,0.0678,0.804,0.763,0.0,0.368,0.0585,-5.48,0.0519,136.052,156886,4,['rap']
1503,Quando Ele Vem - Live,"André Aquino, Vol. 2 (Live)",André Aquino,2018-03-07,576041,46,14feQeGdggNuOHSrWLOs8q,1,0.0349,0.35,0.65,0.0,0.444,0.118,-5.999,0.0322,139.945,576042,4,[]
1504,Sede Pra Te Ver - Acústica,Sede Pra Te Ver (Acústica),Breno Miranda,2018-04-27,180050,46,0P1JJk72Sb8o9d18SltaUS,0,0.6559999999999999,0.5870000000000001,0.511,3.03e-05,0.116,0.354,-6.669,0.029,128.167,180050,4,"['brazilian edm', 'funk carioca']"
1505,O som do tambor - Ao vivo,"Prazer, eu sou Ferrugem (Ao vivo)",Ferrugem,2018-03-16,316128,46,11mKQqLP9ad7vNeP1OWoHn,1,0.473,0.298,0.816,6.83e-06,0.522,0.464,-6.513,0.0435,87.72,316128,4,['pagode']
1506,PQTNV,PQTNV,Konai,2018-01-19,169900,46,7CBXOtoApJdYHBQo1tkXYy,0,0.401,0.6990000000000001,0.306,0.0931,0.143,0.191,-13.506,0.0355,105.098,169900,4,"['brazilian hip hop', 'pop rap brasileiro']"
1507,Ele Vem - Ao Vivo,Ele Vem (Ao Vivo),Gabriel Guedes de Almeida,2018-11-12,518880,50,5bNkTWNPZT0YrBjUiI6BHj,1,0.147,0.26,0.594,0.0,0.261,0.2,-6.845,0.0345,150.846,518880,3,"['adoracao', 'brazilian gospel']"
1508,A - Ao Vivo,Live-Móvel (Ao Vivo),Luan Santana,2018-09-14,202085,47,3YtGzibs86TyYJ2XNutpG8,0,0.56,0.6920000000000001,0.53,0.0,0.197,0.5710000000000001,-7.644,0.0394,114.934,202085,4,"['funk carioca', 'pop nacional']"
1509,Electric (feat. Khalid),The Color Of You,Alina Baraz,2018-04-06,246327,70,2mj7x99sNUsVHPBRK51zlG,0,0.738,0.599,0.396,2.19e-05,0.102,0.134,-10.489,0.0392,111.072,246327,4,"['alternative r&b', 'electropop', 'etherpop', 'pop']"
1510,Visa,Visa,Leozin,2018-03-25,164571,46,7zisfz8HDcUp0QSZrVMmGJ,1,0.362,0.454,0.618,0.0,0.126,0.258,-6.175,0.368,179.995,164571,5,"['musica triste brasileira', 'trap brasileiro']"
1511,Velha Fazenda,Velha Fazenda,Rionegro & Solimões,2018-06-01,172887,46,1BdIrhhTbQn4jc682omTlq,1,0.276,0.688,0.865,1.75e-05,0.259,0.835,-6.928,0.0353,102.034,172887,4,"['sertanejo', 'sertanejo pop', 'sertanejo tradicional', 'sertanejo universitario']"
1512,Morph,Trench,Twenty One Pilots,2018-10-05,258853,66,01vv2AjxgP4uUyb8waYO5Y,0,0.0747,0.7340000000000001,0.607,0.0005769999999999999,0.0968,0.518,-7.249,0.0806,90.023,258853,4,"['modern rock', 'rock']"
1513,Lindo Presente,Teu Querer,Elaine Martins,2018-09-24,247246,46,0jFilBxEG8xeUDI1pud6hM,1,0.161,0.545,0.55,0.0,0.0946,0.171,-7.207999999999999,0.0324,128.122,247246,4,['brazilian gospel']
1514,"Trovões e Sons de Chuva, Pt. 03",Trovões e Sons de Chuva,Chuva Para Dormir,2018-12-21,99195,46,6qPoE3SgfCFmRC3DijZ6RN,0,0.247,0.171,0.9520000000000001,0.821,0.416,1e-05,-28.38,0.0678,121.471,99196,3,[]
1515,Me Leva,Alma,Phill Veras,2018-08-17,196786,47,4Pf4pygB5mb8PtEr1SMK1u,0,0.479,0.628,0.345,0.052,0.0873,0.294,-11.813,0.0328,119.824,196787,4,"['nova mpb', 'nova musica maranhense']"
1516,Choke,Choke,I DONT KNOW HOW BUT THEY FOUND ME,2018-08-24,195717,72,37mfTcSlX60JtAvAETytGs,0,0.00139,0.516,0.85,0.0,0.296,0.583,-3.909,0.0706,120.324,195717,4,"['indie pop', 'modern alternative rock', 'modern rock', 'rock']"
1517,Tô Com Uns Rolo Aí - Ao Vivo,No Pelo Em Campo Grande (ao Vivo),Hugo & Guilherme,2018-12-07,171802,46,3hCZv37F5GPvJXuBo37ft7,0,0.521,0.723,0.8270000000000001,0.0,0.389,0.727,-5.122999999999999,0.146,89.881,171803,4,['sertanejo pop']
1518,Coffee Breath,Coffee Breath,Sofia Mills,2018-03-08,163902,71,2I9zHCCeKJRKMgJ6UJFN9W,0,0.9740000000000001,0.866,0.211,0.0,0.0987,0.198,-12.676,0.0404,101.295,163902,4,[]
1519,Minha namorada - Ao vivo,"Prazer, eu sou Ferrugem (Ao vivo)",Ferrugem,2018-03-16,184095,46,3ZzyOu6skjfcHIj78NOoMF,1,0.61,0.493,0.8340000000000001,0.0,0.975,0.495,-6.97,0.0534,155.864,184096,4,['pagode']
1520,Say Amen (Saturday Night),Pray for the Wicked,Panic! At The Disco,2018-06-22,189186,68,76vMKwFtdDDCLcM6zXybjB,0,0.167,0.491,0.867,0.0,0.458,0.602,-2.313,0.103,167.965,189187,4,"['baroque pop', 'emo', 'modern rock', 'pop punk']"
1521,Trivia 起 : Just Dance,Love Yourself 結 'Answer',BTS,2018-08-24,225220,66,0usLRFLmYXYahKNgXxsuJc,0,0.0907,0.723,0.9059999999999999,0.0,0.0771,0.398,-4.778,0.279,125.019,225221,4,"['k-pop', 'k-pop boy group']"
1522,talvezeunemteame(tantoassim),CUTE BUT PSYCHO,Manu Gavassi,2018-12-21,166463,46,58rFYYNyMkmxIPCCByk5xj,0,0.111,0.816,0.54,0.0,0.231,0.429,-8.516,0.223,100.05,166463,4,"['funk carioca', 'nova mpb', 'pop', 'pop nacional', 'post-teen pop']"
1523,Eu e a Torcida do Brasil,Eu e a Torcida do Brasil,Aviões do Forró,2018-05-25,190367,46,74WRvctrWHL2kMeTc20VLI,1,0.624,0.578,0.799,0.0,0.0968,0.8109999999999999,-3.546,0.0852,148.015,190367,4,"['axe', 'forro', 'pagode', 'sertanejo', 'sertanejo universitario']"
1524,Mamba Negra,Mamba Negra,Chapeleiro,2018-03-17,385401,49,6pHwj8avTD4BqxHCx5JTx3,1,0.0252,0.562,0.763,0.643,0.131,0.218,-6.165,0.116,137.017,385401,4,['brazilian edm']
1525,Zé Droguinha - DJ Tezinho,Zé Droguinha - DJ Tezinho,Matheus Yurley,2018-05-11,153234,46,7aSIwthoETjkGFmtjgekwC,0,0.442,0.899,0.6559999999999999,0.0,0.168,0.96,-3.396,0.0853,132.023,153234,4,['trap brasileiro']
1526,It's Always You,It's Always You,Sevenn,2018-05-18,180000,46,4JepM5ji8h2i0Y8RcNASJd,1,0.00121,0.564,0.759,0.000373,0.174,0.354,-7.505,0.0487,160.137,180000,4,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'pop', 'trance', 'tropical house']"
1527,sex money feelings die,so sad so sexy,Lykke Li,2018-06-08,139840,69,0g4fzRkbLeCDUCoe5iUOcf,0,0.323,0.789,0.534,3.42e-06,0.0645,0.631,-6.347,0.0709,134.055,139840,4,"['art pop', 'dance pop', 'electropop', 'indie pop', 'pop', 'swedish electropop', 'swedish indie pop', 'swedish pop']"
1528,Reza,Amor E Música,Maria Rita,2018-01-26,312763,46,38EhXvSxMKtom3nOgrptpM,1,0.6459999999999999,0.649,0.465,6.1e-06,0.349,0.338,-10.203,0.0355,99.065,312763,4,"['bossa nova', 'mpb', 'nova mpb', 'pagode', 'samba']"
1529,Há Bares Que Vem Para O Bem - Ao Vivo,De Copo Em Copo (Ao Vivo),George Henrique & Rodrigo,2018-04-06,158349,46,1lriyL5SJyVwS1cnlZen5r,1,0.58,0.8859999999999999,0.703,0.0,0.373,0.769,-5.921,0.0556,120.069,158350,4,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
1530,Crazy Little Thing Called Love,Bohemian Rhapsody (The Original Soundtrack),Queen,2018-10-19,163342,63,1F9NVicWfNQA5ki8WmEtk8,1,0.6729999999999999,0.626,0.762,2.1e-06,0.325,0.7659999999999999,-6.846,0.0432,76.793,163342,4,"['pop', 'pop rap']"
1531,Perfectly Wrong,Shawn Mendes,Shawn Mendes,2018-05-25,212773,66,6nat4Z7iRKWVk1qngQqI0Q,0,0.872,0.361,0.311,0.0,0.0987,0.323,-11.748,0.0369,89.36200000000001,212773,4,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']"
1532,Não Vá Dizer Que Não - Acústico / Ao Vivo,Acústico Na Casa Do Lago (Acústico / Ao Vivo),Maneva,2018-09-28,249460,46,4lMtO3OlZFHxNwCN5xrOGi,1,0.715,0.7120000000000001,0.434,0.0088,0.517,0.418,-11.718,0.0334,88.07700000000001,249461,4,"['brazilian reggae', 'pop nacional']"
1533,Pressentimento,Pressentimento,Mc Livinho,2018-01-18,230295,46,75JOdfxPhwDZQ2T24uVUOD,1,0.13,0.528,0.539,0.0,0.467,0.513,-6.64,0.176,117.392,230296,3,"['brega funk', 'funk carioca', 'funk das antigas', 'funk ostentacao']"
1534,Sortudo,Sortudo,Wesley Safadão,2018-07-13,153745,46,76L8k0PT5lGDkjqs0t7tYV,1,0.278,0.67,0.83,0.0,0.21,0.871,-8.691,0.0598,155.047,153746,4,['forro']
1535,Lost The Game,Lost The Game & I Want It,Two Feet,2018-10-25,171493,61,0IZRLxomNJV9mb13uVJ2Lj,1,0.391,0.343,0.6509999999999999,0.0,0.25,0.521,-6.377999999999999,0.0933,179.662,171493,3,"['indie poptimism', 'modern rock']"
1536,Polo da Lala,Polo da Lala,MC Kapela,2018-03-29,168855,46,3Zbnb3WyGPsndgDMZF0AeJ,1,0.294,0.878,0.607,0.000735,0.0727,0.5429999999999999,-4.214,0.0505,133.036,168856,4,"['funk carioca', 'funk ostentacao', 'funk paulista']"
1537,Rolling In The Deep - Recorded At Spotify Studios NYC,Spotify Singles,Greta Van Fleet,2018-01-24,237653,59,2VprRdTmbgyjXnDzHIcfNl,0,0.00563,0.614,0.474,0.00285,0.1,0.388,-10.133,0.0264,104.987,237653,4,"['modern blues rock', 'modern hard rock', 'rock']"
1538,Todo Dia,Todo Dia,Roberta Campos,2018-11-23,234737,46,0mFijCeR9ninBqdNLn2EW8,0,0.736,0.542,0.393,0.0,0.134,0.541,-9.801,0.0267,131.985,234737,3,"['folk brasileiro', 'mpb', 'nova mpb']"
1539,Chamas Da Vida,Chamas Da Vida,kamaitachi,2018-10-22,206811,46,3TPkPYWx8WUInuVkKTtezB,0,0.879,0.618,0.0788,0.0,0.166,0.226,-13.806,0.0766,118.959,206811,4,"['j-idol', 'japanese electropop']"
1540,Cai de Boca,Cai de Boca,Mc Rebecca,2018-07-26,129963,46,7euUgEaockJ6kkqsRyOMIW,0,0.402,0.846,0.674,2.52e-06,0.151,0.6759999999999999,-5.557,0.429,150.045,129963,4,"['funk carioca', 'funk das antigas', 'funk pop', 'pagode baiano', 'pop nacional']"
1541,Back To Bad,Sinto Muito,DUDA BEAT,2018-04-27,231539,46,3lX9qK5RFkLvulDiJYTB31,0,0.4379999999999999,0.7609999999999999,0.562,1.7e-05,0.106,0.446,-7.967000000000001,0.033,131.937,231540,4,"['brazilian rock', 'folk brasileiro', 'mpb', 'nova mpb']"
1542,Palavras No Corpo,Palavras No Corpo,Gal Costa,2018-05-25,242054,46,4xeP4rHORzLbJlaJVHWybQ,1,0.488,0.573,0.394,0.00138,0.11,0.341,-7.156000000000001,0.0451,179.792,242054,3,"['adult standards', 'bossa nova', 'brazilian classical', 'brazilian jazz', 'latin classical', 'mpb', 'violao']"
1543,Dura,Dura,Daddy Yankee,2018-01-18,200480,73,6KuqAtoeVzxAYOaMveLNpH,1,0.174,0.7829999999999999,0.84,0.0,0.412,0.8390000000000001,-3.416,0.051,95.001,200480,4,"['panamanian pop', 'reggaeton']"
1544,Why Can't We Be Friends?,Tales From The Backseat,The Academic,2018-01-12,203599,52,0qZXLvlsM5ELq3WfZXgnCi,0,0.000387,0.5710000000000001,0.903,1.87e-06,0.335,0.722,-4.098,0.0298,129.996,203600,4,"['irish indie', 'modern alternative rock', 'modern rock']"
1545,All Out Life,All Out Life,Slipknot,2018-10-31,340132,66,6vAQtUlYrzolE6SS9QCTs5,1,0.000683,0.499,0.97,0.136,0.0871,0.0506,-2.838,0.116,106.558,340132,4,"['emo rap', 'miami hip hop']"
1546,Perdendo A Mão,Perdendo A Mão,Seakret,2018-09-07,184106,47,049Gol3HThYrMKwaA063O8,1,0.159,0.6709999999999999,0.612,0.000397,0.0865,0.72,-6.609,0.0819,131.915,184106,4,['pop nacional']
1547,Oblivion,Oblivion,Rufi-O,2018-12-13,152920,66,2zhPy8zbBf53XgTtkEbnbO,1,0.975,0.7140000000000001,0.131,0.904,0.354,0.685,-21.958,0.0556,113.032,152920,4,[]
1548,California Days (feat. Magga),California Days (feat. Magga),Felguk,2018-10-19,209032,47,6CUmqDEnDcFMI1RpqfU4HY,1,0.000834,0.723,0.8909999999999999,1.25e-05,0.315,0.319,-4.718999999999999,0.06,124.057,209032,4,"['brazilian bass', 'brazilian edm', 'complextro', 'electro house', 'melbourne bounce']"
1549,Drive,Drive,Palm Trees,2018-07-27,184700,46,6iUSZ7QJFMw3QHI7Lpj05D,1,0.407,0.73,0.481,2.08e-06,0.146,0.777,-7.473,0.0453,100.011,184700,4,"['bedroom soul', 'pop']"
1550,Prometo - Ao Vivo,No Pelo Em Campo Grande (ao Vivo),Hugo & Guilherme,2018-12-07,184074,46,1qXu9M35HQUuEsQEHu01Jl,1,0.6859999999999999,0.604,0.706,0.0,0.7959999999999999,0.415,-5.72,0.128,171.942,184074,4,['sertanejo pop']
1551,O Destino Não Quis - Acústico / Ao Vivo,Acústico Na Casa Do Lago (Acústico / Ao Vivo),Maneva,2018-09-28,227284,46,3Rgu05doYkHH9rUIqBeUAo,1,0.735,0.762,0.369,0.000474,0.7290000000000001,0.435,-11.153,0.0602,131.96,227284,4,"['brazilian reggae', 'pop nacional']"
1552,Quinto Andar - Ao Vivo,Atitude 67 (Ao Vivo),Atitude 67,2018-02-23,156133,46,0Da8Vz22RjY2diPW8Bd7Uv,1,0.669,0.7240000000000001,0.8859999999999999,0.0,0.436,0.87,-4.262,0.128,157.923,156133,4,"['funk carioca', 'pop nacional', 'sertanejo pop']"
1553,Reggaeton,Reggaeton,J Balvin,2018-11-17,158800,71,2D3z17LBMJ2HEHeBFFjTLi,0,0.0165,0.747,0.74,9.940000000000002e-05,0.101,0.552,-4.325,0.191,176.059,158800,4,"['latin', 'reggaeton', 'reggaeton colombiano']"
1554,September,September,"Earth, Wind & Fire",2018-04-17,215080,72,7Cuk8jsPPoNYQWXK9XRFvG,1,0.165,0.6940000000000001,0.831,0.000892,0.25,0.98,-7.287999999999999,0.0301,125.901,215080,4,"['disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']"
1555,Best Friends,Best Friends,Bruno Be,2018-03-19,240975,47,0LrOw9KXiAaG5v3S9Lef56,0,0.0296,0.757,0.794,0.0051,0.325,0.45,-6.132999999999999,0.0673,123.033,240976,4,['brazilian edm']
1556,Fique Rico ou Moralismo,Teoria do Ciclo da Água,Froid,2018-10-15,149577,46,60wFQsWuAj8hi67NJlE1YO,1,0.7170000000000001,0.7020000000000001,0.586,9.85e-05,0.108,0.544,-7.546,0.402,141.845,149577,4,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'rock']"
1557,Promete Que Senta Gostoso,Dj Guuga 2018,Dj Guuga,2018-10-26,149856,48,5uszakbYue3VAvOBYjFd1b,0,0.00944,0.74,0.835,0.0754,0.0838,0.794,-4.008,0.248,180.12,149857,4,"['funk carioca', 'rave funk']"
1558,All These Years,Camila,Camila Cabello,2018-01-12,164373,63,4XLu3tTSZiPFVC9mmuR6Zp,0,0.609,0.732,0.436,0.0,0.108,0.475,-7.409,0.117,94.852,164373,4,"['dance pop', 'pop', 'post-teen pop']"
1559,Finesse,Scorpion,Drake,2018-06-29,182080,70,2WP8G2pdddDmnh1xbfKBOI,0,0.133,0.807,0.319,0.000338,0.101,0.299,-8.152000000000001,0.0581,94.992,182080,4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
1560,Novela das Nove - Acústico,Zé Neto & Cristiano - Acústico,Zé Neto & Cristiano,2018-03-14,155964,46,3pkD2SgKFSuFoideGjtlnb,1,0.596,0.455,0.738,0.0,0.115,0.5920000000000001,-3.892,0.114,76.543,155964,4,['sertanejo pop']
1561,Pot-Pourri: Me Olha Nos Olhos / Futuro Prometido / Ainda Gosto de Você - Ao Vivo,"De Volta Pro Amanhã, Vol. 3 (Ao Vivo)",Sorriso Maroto,2018-03-16,364831,46,07b6vu21xExj1m3DhqNP6o,1,0.775,0.305,0.611,0.0,0.5870000000000001,0.544,-8.182,0.033,145.26,364832,4,"['pagode', 'sertanejo universitario']"
1562,Teoria do Ciclo da Água,Teoria do Ciclo da Água,Froid,2018-10-15,180437,46,6ot1logINGPPLKJDLwSZzR,0,0.16,0.7509999999999999,0.738,0.0,0.115,0.889,-5.688,0.263,136.983,180438,4,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'rock']"
1563,Cabin Noise Focus,Airline White Noise,Crafting Audio,2018-11-13,162407,73,3kxUcpFquT4ZdvJC1Nyu5q,0,0.937,0.107,0.236,0.0138,0.111,0.00228,-26.609,0.0579,80.628,162407,4,['white noise']
1564,Imagination,Imagination,Shiloh Dynasty,2018-06-02,104777,69,1VLCctJbr8AjrZQ0KoyJ4A,1,0.715,0.816,0.0965,0.785,0.108,0.847,-22.035,0.0379,110.008,104777,5,"['lo-fi chill', 'sad rap']"
1565,Chainsmoking,Village,Jacob Banks,2018-11-02,192720,61,1EZfCViOJ9XKFbwX8FkZUF,0,0.541,0.381,0.6829999999999999,0.0,0.147,0.597,-4.05,0.104,138.169,192720,4,['uk contemporary r&b']
1566,Doce Como o Mel - Ao Vivo,O Carpinteiro (Ao Vivo),Alessandro Vilas Boas,2018-12-28,546086,46,4gYeUsODAjmXtMThBrhfFU,1,0.0199,0.317,0.665,0.0,0.0739,0.133,-6.236000000000001,0.0326,137.824,546087,4,"['adoracao', 'brazilian gospel']"
1567,O Que Não Tem Preço,Vermelho Rubro,Milton & Os Lagartos,2018-07-26,215908,46,7aAEQbva7ru97XqFq0x3Lj,1,0.000409,0.384,0.6970000000000001,0.0,0.0989,0.116,-5.477,0.0331,150.104,215909,4,['musica triste brasileira']
1568,Patrocínio,Patrocínio,Leozin,2018-11-05,145116,46,53ZBqjmFHD8cKibQkbZ0sf,1,0.339,0.7929999999999999,0.8540000000000001,1.33e-05,0.0702,0.433,-7.195,0.236,171.884,145116,4,"['musica triste brasileira', 'trap brasileiro']"
1569,Copo de Boteco,Ws Mais uma Vez,Wesley Safadão,2018-09-12,155242,46,1R5KbYJiAgzrPKX89hqx5S,0,0.0819,0.6729999999999999,0.96,0.0,0.813,0.617,-2.212,0.0379,129.934,155243,4,['forro']
1570,Ciclos,Ciclos,Madayati,2018-06-23,190144,46,2hnGhWV42UzVDzCF7kvkiE,1,0.0708,0.7120000000000001,0.45,3.48e-06,0.0895,0.365,-11.001,0.0643,165.983,190144,4,['shamanic']
1571,I Got You,Expectations,Bebe Rexha,2018-06-22,191786,63,2jB9QaPJyVdz2Q0Va8rrnU,0,0.0498,0.606,0.887,3.47e-06,0.0958,0.349,-4.782,0.052,97.97200000000001,191787,4,"['dance pop', 'edm', 'electropop', 'pop', 'tropical house']"
1572,Only You (with Little Mix),Only You (with Little Mix),Cheat Codes,2018-06-22,189401,65,54l9GJGQ1UCFKe2tzt1Vxt,0,0.0829,0.607,0.74,0.0,0.105,0.219,-4.793,0.172,108.05,189401,4,['meme rap']
1573,O Corre,O Corre,Cynthia Luz,2018-06-21,183333,46,3RyyUWNovCdqfHwyDaSPvO,0,0.5379999999999999,0.594,0.475,0.0,0.155,0.63,-7.996,0.395,178.375,183333,4,"['brazilian edm', 'brazilian hip hop']"
1574,Te Assumo - Ao Vivo,Te Assumo (Ao Vivo),Diego & Arnaldo,2018-05-25,195354,46,7zIghh6yq3ldfdwU0meLbu,1,0.357,0.769,0.8540000000000001,0.0,0.888,0.71,-4.601,0.0386,126.94,195354,4,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
1575,Solitude,Vesúvio,Djavan,2018-11-23,193426,46,4YROgDqPrzpSmyYMO2zeoR,1,0.404,0.6970000000000001,0.461,0.0,0.0963,0.665,-8.343,0.0425,143.898,193427,4,"['bossa nova', 'mpb', 'musica alagoana']"
1576,Sugar Wraith,beerbongs & bentleys,Post Malone,2018-04-27,228146,69,0MrRAUcB8AZiB9ue2VOBYe,0,0.262,0.606,0.775,0.0,0.1,0.307,-4.269,0.0671,164.02,228147,4,"['dance pop', 'edm', 'electro house', 'pop', 'pop edm', 'tropical house']"
1577,Escondidinho,Escondidinho,FP do Trem Bala,2018-10-24,139258,46,2YSfYyYRbCffMgpY1sF50s,1,0.0544,0.687,0.831,0.0,0.0706,0.775,-3.147,0.403,100.003,139259,3,"['funk 150 bpm', 'funk carioca']"
1578,Jogo do Amor,Jogo do Amor,KVSH,2018-06-28,209032,46,7IypkP5pmMeBArCSmy3jHl,1,0.0453,0.7829999999999999,0.846,0.000202,0.172,0.5429999999999999,-5.291,0.0551,124.007,209032,4,"['brazilian edm', 'trance brasileiro']"
1579,Let Go,FACE YOURSELF,BTS,2018-04-04,299706,69,1OqDvYVDhJyFZny7XlfIyZ,1,0.17,0.5579999999999999,0.863,0.0,0.289,0.388,-3.53,0.178,173.908,299707,4,"['k-pop', 'k-pop boy group']"
1580,Zack And Codeine,beerbongs & bentleys,Post Malone,2018-04-27,204360,69,5lZZmityu9TAjNvSY6GLhR,0,0.15,0.738,0.8240000000000001,0.0,0.132,0.386,-5.165,0.0437,138.039,204360,4,"['dance pop', 'edm', 'electro house', 'pop', 'pop edm', 'tropical house']"
1581,Deus Cuida de Mim,O Amor Me Elegeu,Padre Fábio De Melo,2018-04-03,317310,46,2w2BRluteu0PsDr5BisZ1M,1,0.485,0.23,0.369,8.32e-05,0.0828,0.206,-12.808,0.0345,81.35600000000001,317310,4,"['adoracao', 'brazilian ccm']"
1582,Sabiá - Ao Vivo,Caravanas Ao Vivo,Chico Buarque,2018-11-09,184119,46,629DheUXpR6hplX51EWdiw,0,0.813,0.4429999999999999,0.276,0.0323,0.976,0.248,-16.538,0.0447,117.991,184120,4,"['adult standards', 'bossa nova', 'brazilian classical', 'brazilian jazz', 'latin classical', 'mpb', 'violao']"
1583,Don't Leave Me,FACE YOURSELF,BTS,2018-04-04,227413,68,3zIG0WuI5RoJsFYnErkFDU,0,0.116,0.62,0.778,0.0,0.312,0.386,-4.622,0.0724,147.012,227413,4,"['k-pop', 'k-pop boy group']"
